CreatedDate,pm25_Lakshmi K: Kitchen,pm10_Lakshmi K: Kitchen,aqi_Lakshmi K: Kitchen,co2_Lakshmi K: Kitchen,voc_Lakshmi K: Kitchen,temperature_Lakshmi K: Kitchen,humidity_Lakshmi K: Kitchen,battery_Lakshmi K: Kitchen
2024-07-12 01:00:00,14.5000,19.0000,24,448.5000,417.0000,33.0,51.5000,100
2024-07-12 02:00:00,12.5000,16.0000,21,443.0000,359.0000,33.0,51.0000,100
2024-07-12 03:00:00,10.0000,13.0000,17,435.5000,303.5000,33.0,51.5000,100
2024-07-12 04:00:00,10.0000,13.0000,17,435.5000,325.0000,33.0,52.0000,100
2024-07-12 05:00:00,9.5000,11.5000,16,439.5000,373.0000,33.0,51.0000,100
2024-07-12 06:00:00,8.0000,9.5000,13,441.0000,373.5000,33.0,49.0000,100
2024-07-12 07:00:00,9.0000,11.0000,15,430.5000,317.0000,33.0,50.0000,100
2024-07-12 08:00:00,14.5000,17.5000,24,511.0000,512.5000,32.5,51.5000,100
2024-07-12 09:00:00,43.0000,49.5000,72,480.5000,496.0000,32.0,52.0000,100
2024-07-12 10:00:00,16.5000,21.0000,28,462.0000,431.5000,33.0,52.5000,100
2024-07-12 11:00:00,15.5000,20.0000,26,412.5000,272.5000,33.0,52.0000,100
2024-07-12 12:00:00,13.0000,17.5000,22,646.5000,456.5000,32.5,55.0000,80
2024-07-12 13:00:00,10.0000,13.0000,17,438.5000,235.0000,32.5,53.0000,80
2024-07-12 14:00:00,10.5000,13.5000,18,409.5000,208.5000,33.0,51.5000,80
2024-07-12 15:00:00,11.0000,14.0000,18,399.0000,247.5000,33.0,50.0000,100
2024-07-12 16:00:00,10.5000,13.5000,18,409.0000,212.5000,33.0,50.5000,100
2024-07-12 17:00:00,11.0000,14.5000,18,421.5000,277.0000,33.0,52.5000,100
2024-07-12 18:00:00,13.0000,17.0000,22,411.0000,468.0000,33.0,53.5000,100
2024-07-12 19:00:00,13.5000,18.5000,22,408.5000,266.5000,33.0,53.0000,100
